172	176	161	128	153
177	140	125	187	154
131	121	159	158	108
222	176	108	100	124
227	108	207	203	132
160	196	104	152	112
230	157	159	101	153
235	213	212	160	118
150	116	127	187	116
215	197	103	249	113
130	114	117	159	121
242	207	165	102	103
134	184	207	99	110
214	156	161	136	139
230	160	199	105	140
196	117	168	216	111
122	113	155	118	125
194	204	184	178	110
127	201	144	242	114
249	107	116	240	140
168	128	113	254	128
176	154	181	245	119
128	163	207	122	138
193	99	171	217	130
186	136	120	144	143
230	148	160	105	133
179	113	114	184	141
245	115	157	113	151
153	205	161	133	129
161	209	125	183	145
161	161	134	220	106
108	194	168	154	100
122	198	125	238	123
181	204	186	101	118
168	210	184	250	123
107	197	103	158	152
213	147	183	126	141
226	179	105	137	114
131	141	209	235	157
152	195	178	245	137
170	178	174	213	114
244	202	106	219	139
170	159	133	138	104
172	124	218	218	144
156	206	184	140	123
185	116	110	248	138
240	136	159	197	154
148	212	140	237	154
251	207	179	99	114
209	170	165	242	100
230	161	149	188	145
186	186	194	136	144
241	136	200	142	150
228	100	145	182	133
238	138	152	158	126
106	171	120	243	141
107	160	188	228	137
125	101	149	202	123
166	121	139	243	133
203	197	137	139	112
252	192	135	166	150
226	140	212	146	155
200	99	100	209	99
118	198	116	197	134
238	180	140	239	144
252	123	169	187	106
239	129	106	194	156
225	187	177	104	142
135	171	159	230	103
244	198	112	243	127
191	108	177	116	101
144	176	190	196	133
133	217	173	121	149
164	100	180	150	126
220	169	196	200	127
159	126	142	239	149
100	178	138	244	134
124	106	146	235	133
112	179	150	228	107
106	105	111	237	143
191	174	177	163	132
135	178	207	190	121
150	190	202	233	100
209	105	169	251	144
103	212	166	119	129
233	210	158	249	118
103	100	103	252	133
146	131	203	143	110
119	158	194	194	156
99	184	144	235	137
153	139	123	151	121
252	173	138	133	147
112	143	155	125	115
156	200	162	130	156
177	209	117	254	139
144	112	129	107	128
163	110	188	252	120
122	177	119	104	104
126	196	123	177	129
190	208	214	239	115
124	204	189	234	120
221	118	136	132	100
190	193	171	103	151
158	101	197	249	140
199	153	127	251	154
202	194	124	254	123
137	134	159	236	128
109	130	134	179	155
181	101	211	184	143
104	139	118	121	108
104	106	153	113	157
243	194	125	165	157
143	105	194	191	144
177	214	208	172	112
235	125	147	122	111
119	195	130	165	129
209	138	179	169	153
198	173	202	107	141
136	217	159	101	110
248	101	196	231	113
176	158	204	127	153
109	139	139	149	109
224	151	209	142	151
241	195	203	113	108
158	168	101	200	129
103	207	116	163	105
200	181	206	257	135
202	128	121	200	117
212	201	198	134	154
147	204	136	103	127
106	140	215	125	127
240	165	169	241	100
112	157	174	254	118
173	214	131	191	141
170	205	109	250	132
159	141	116	135	152
110	176	156	249	116
133	207	139	208	102
252	100	120	203	114
226	139	101	107	125
213	197	163	162	130
191	107	215	245	113
107	217	99	157	129
225	148	171	232	148
112	138	154	226	125
201	119	130	211	151
118	118	127	229	136
151	209	213	212	133
177	106	137	249	143
177	113	144	238	126
171	102	181	192	150
224	126	188	134	151
220	118	169	155	157
234	118	111	103	112
178	104	180	235	129
113	111	143	210	125
248	118	101	149	122
189	148	186	178	144
134	129	180	195	134
110	204	213	207	149
220	103	123	179	100
109	171	197	219	108
182	175	197	223	124
105	113	121	160	102
144	216	169	194	152
191	183	218	167	134
142	119	214	184	153
248	213	156	256	132
215	164	118	101	148
180	151	135	187	101
200	141	135	105	127
251	213	141	232	115
137	189	110	149	106
214	210	171	157	110
194	201	203	110	141
197	211	150	219	128
193	131	126	247	126
207	185	171	101	112
178	117	130	178	143
248	156	197	120	111
186	113	196	120	106
139	117	152	128	150
117	127	185	197	127
220	134	170	230	115
147	133	100	246	141
213	117	205	163	104
236	134	179	116	113
186	154	127	105	101
143	168	118	251	131
161	136	147	216	145
165	188	159	191	138
190	191	121	116	156
111	162	106	156	131
107	158	120	104	134
214	205	102	131	154
217	170	111	247	143
102	163	126	104	155
171	124	201	127	154
237	146	198	245	140
125	118	181	217	124
231	165	155	256	152
195	217	174	182	116
244	123	174	165	99
213	181	103	200	136
232	103	168	253	99
180	127	208	220	144
201	178	210	233	143
117	117	110	131	130
110	204	107	186	118
198	117	144	108	106
233	159	158	104	127
213	162	179	252	150
210	187	174	253	103
121	117	187	122	141
250	153	216	145	110
130	103	121	99	101
196	125	154	114	156
123	190	153	157	137
214	145	195	193	101
202	203	180	124	108
239	117	146	152	133
170	216	176	123	125
126	128	136	233	122
231	119	116	165	142
201	142	162	235	149
136	176	200	209	118
243	117	157	102	100
153	177	123	127	154
216	152	216	142	149
252	105	147	136	145
156	113	208	149	140
146	124	198	131	131
174	123	196	184	136
203	199	198	105	133
130	170	152	127	155
224	200	137	203	134
200	127	163	199	132
197	145	214	107	115
251	187	179	120	140
224	102	143	139	136
179	194	207	232	121
155	100	136	219	132
159	189	104	193	127
177	172	192	145	134
120	140	159	230	144
118	205	189	129	155
129	170	109	102	112
100	138	176	99	101
211	148	139	134	116
233	115	126	125	123
130	124	201	250	119
138	153	121	184	124
121	111	201	242	142
194	172	127	114	139
199	173	150	203	108
134	130	140	202	158
226	216	114	202	113
137	182	108	251	126
128	145	103	237	140
138	163	119	180	158
150	146	180	233	136
214	199	206	217	129
134	109	183	116	100
111	139	207	207	116
217	158	189	122	158
203	131	101	132	150
224	145	200	219	138
161	99	107	231	149
161	175	174	230	120
156	218	151	258	158
210	101	195	182	106
236	139	161	144	111
130	134	204	177	150
149	122	186	114	149
147	143	133	187	152
174	129	112	103	128
173	181	166	120	151
217	196	144	103	133
235	204	178	152	118
243	210	135	211	145
131	164	214	247	156
106	190	127	216	142
127	116	148	227	117
165	105	216	249	121
102	168	145	205	116
114	105	137	129	99
166	218	123	100	121
123	113	128	143	123
115	157	141	220	123
159	182	218	208	137
114	193	124	225	126
125	207	167	228	153
146	108	143	106	102
182	194	210	241	120
251	132	127	182	118
228	171	187	223	123
135	159	150	209	138
249	179	203	172	153
155	163	103	174	149
200	171	128	177	156
106	195	212	152	104
132	170	116	246	113
229	159	199	201	119
214	190	192	171	100
252	216	137	255	148
240	177	118	137	106
136	106	202	173	130
190	213	204	140	129
252	124	174	248	140
247	141	149	119	130
191	202	155	194	106
145	152	188	176	108
237	216	100	192	129
194	174	160	225	133
221	132	166	139	149
141	128	183	197	107
217	211	194	162	151
102	133	172	158	100
239	183	101	243	130
231	130	184	120	115
205	182	117	102	131
167	150	200	218	120
179	166	218	114	137
177	132	176	250	145
251	200	164	107	151
147	101	119	220	156
137	142	138	186	129
169	208	105	176	100
223	115	201	202	120
237	112	133	219	146
242	154	123	123	109
131	152	114	122	147
244	203	119	246	102
186	164	169	147	122
124	211	149	192	146
205	182	159	203	151
144	127	159	114	143
234	216	215	182	113
230	114	207	154	150
232	149	200	197	146
214	200	126	184	158
198	174	141	204	102
200	108	103	154	135
139	202	162	224	107
207	124	205	102	134
141	185	199	175	101
235	137	200	125	102
183	135	134	111	135
228	102	116	240	141
224	164	114	160	148
123	214	191	140	157
209	144	113	217	129
180	110	171	112	107
214	214	122	235	120
172	190	126	120	139
227	177	112	200	123
205	164	116	231	154
116	186	195	151	158
140	208	157	209	123
235	180	142	131	103
122	186	132	246	116
172	156	144	135	153
117	164	142	250	110
170	175	156	161	115
220	123	209	101	145
171	197	182	202	158
104	139	102	252	155
141	122	163	129	147
119	139	158	244	149
183	178	175	186	105
155	137	208	230	156
245	190	109	113	109
205	159	153	140	115
167	127	172	178	132
212	208	206	222	101
103	113	114	258	148
153	127	214	194	155
162	204	150	196	115
143	125	205	148	128
238	196	207	146	102
110	160	197	191	145
119	170	207	101	120
176	213	172	223	106
251	209	150	212	155
193	218	176	258	102
179	124	140	107	119
173	155	141	115	129
99	182	102	112	114
193	146	144	210	125
207	173	208	232	145
231	163	195	125	136
231	135	190	147	119
100	147	150	249	152
252	187	110	228	101
207	136	102	177	155
182	188	201	188	134
231	212	102	106	141
246	149	167	191	122
137	156	106	125	123
226	127	155	208	101
141	133	174	236	125
185	188	101	109	155
193	102	206	232	126
206	107	152	155	120
122	145	105	140	141
215	200	132	103	155
205	209	191	183	142
211	100	157	134	130
145	148	107	209	151
195	130	201	102	149
190	151	105	121	143
208	142	195	216	150
114	155	109	154	158
193	134	214	190	107
133	218	135	111	132
164	211	128	194	107
225	162	143	149	130
114	146	188	110	122
151	187	116	189	119
236	111	151	112	133
224	212	168	245	107
182	181	114	124	127
157	128	168	204	140
153	202	183	159	108
225	191	127	254	158
183	175	208	236	125
127	131	209	240	121
166	165	121	162	108
100	111	171	227	126
208	215	147	212	99
187	168	202	127	112
160	172	145	156	104
249	114	156	105	104
158	150	133	125	107
101	209	184	199	131
178	137	132	187	119
136	136	150	115	114
230	165	176	121	127
171	151	121	191	155
197	130	206	252	132
177	195	200	195	105
241	173	201	201	100
242	132	182	146	110
152	208	175	226	105
99	109	142	114	127
210	206	100	113	144
165	195	159	119	154
120	165	101	185	131
206	159	208	236	107
178	186	183	219	125
223	144	195	255	107
170	180	154	255	135
215	151	115	201	134
236	128	110	145	133
204	217	183	130	144
236	155	152	251	154
184	213	112	117	109
210	123	168	248	145
133	116	193	112	130
109	175	117	156	100
185	160	200	186	143
111	157	110	201	144
169	186	138	127	150
214	174	190	210	136
108	123	203	252	109
149	117	134	203	109
220	137	115	195	136
104	147	138	202	136
152	114	188	242	143
157	198	100	174	149
168	132	177	170	114
202	141	130	257	123
100	102	196	111	124
188	194	216	127	110
179	118	115	118	157
233	142	105	228	134
200	127	131	209	108
237	163	217	235	145
203	138	120	199	143
105	194	129	110	154
165	122	146	254	117
192	167	158	187	126
120	175	147	150	155
139	109	172	130	99
178	215	201	223	148
247	152	191	224	138
103	108	182	183	118
212	178	140	238	128
157	174	188	234	115
232	217	159	121	125
235	187	174	247	105
240	209	100	103	113
233	201	106	169	151
144	168	131	253	126
211	201	165	136	104
227	137	162	100	127
186	188	186	101	155
162	105	168	221	141
190	201	140	129	127
109	122	108	168	117
247	198	215	102	113
142	162	159	187	126
183	139	178	128	157
106	133	136	166	111
173	210	134	134	146
116	149	158	247	116
202	194	153	113	108
152	204	102	235	123
131	147	143	175	119
185	160	156	230	145
141	132	162	208	154
187	198	200	109	150
124	188	175	245	117
123	193	217	190	150
103	155	150	224	102
217	128	189	157	157
124	213	160	251	155
118	121	125	145	120
173	170	126	125	145
124	191	108	185	145
194	142	130	147	110
230	148	123	243	108
198	110	115	163	107
132	145	182	227	101
144	155	127	211	154
203	117	100	234	158
155	127	175	124	120
105	175	123	152	114
127	137	198	251	143
196	104	215	238	154
228	161	195	255	114
211	123	162	243	105
123	213	216	210	151
172	101	124	234	110
142	105	159	208	136
120	116	173	99	107
170	155	100	160	127
216	138	142	211	130
131	190	145	223	130
117	205	115	220	122
134	104	123	99	111
175	195	128	187	108
207	104	136	102	121
106	118	168	241	130
167	190	194	222	109
185	126	195	251	121
120	130	115	239	127
115	119	139	175	140
196	205	189	99	134
111	100	158	150	111
104	103	156	258	145
229	184	127	185	122
141	205	216	221	129
244	215	175	190	129
146	189	216	248	130
100	161	187	159	153
175	125	195	159	120
220	107	133	173	107
246	182	104	101	141
139	150	207	254	155
134	195	144	141	145
219	130	176	121	106
174	137	176	115	100
168	124	195	217	130
248	208	149	234	130
219	143	205	236	137
100	176	158	154	106
165	196	171	179	142
122	170	211	173	119
115	203	188	247	117
219	126	171	256	113
112	107	173	151	137
220	184	205	126	112
239	109	106	118	140
240	142	100	184	128
109	177	164	258	133
137	182	148	132	111
212	172	114	113	131
187	195	189	176	151
173	155	207	141	142
179	185	135	243	152
